company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Industrial Equipment Specialists Inc,industrial2000.com,verified,original (confirmed),industrial2000.com,Yes,heavy truck dealer / service,yes,"Industrial Equipment Specialist Inc - hydraulics | West Palm Beach, FL","site: Industrial Equipment Specialist Inc - hydraulics | West Palm Beach, FL"
Industrial forklift buyer llc,industrialforkliftbuyer.com,verified,original (confirmed),industrialforkliftbuyer.com,Yes,construction equipment dealer / rental,yes,INDUSTRIAL FORKLIFT BUYER – We Buy Forklifts and Industrial Equipment,site: INDUSTRIAL FORKLIFT BUYER – We Buy Forklifts and Industrial Equipment
Industrial Forklift Service Inc.,industrialforkliftservices.com,verified,found,,Yes,forklift / material handling,unknown,Industrial Forklift Services,site: Industrial Forklift Services
Industrial Lift Truck Corp.,industriallifttruckcorp.com,verified,original (confirmed),industriallifttruckcorp.com,Yes,forklift / material handling,yes,Industrial Lift Truck Corp.,site: Industrial Lift Truck Corp.
Ingram Crane Service,ingramcrane.com,verified,original (confirmed),ingramcrane.com,Yes,crane service,yes,Ingram Crane Service – (321)632-2136   ingram.crane@gmail.com,title: Ingram Crane Service
International Construction Equipment,iceusa.com,verified,original (confirmed),iceusa.com,Yes,construction equipment dealer / rental,yes,Foundation Pile Driving Equipment/Manufacturer | ICEUSA,site: Foundation Pile Driving Equipment/Manufacturer | ICEUSA
International Tractor Supply,,no_website,,,Yes,ag equipment dealer,unknown,,no domain; tractor supply name
Intrac Machinery,intracusa.com,likely,original,intracusa.com,Yes,construction equipment dealer,unknown,Just a moment...,Intrac machinery; site blocked
iRent Equipment,irentequipment.com,verified,found,,Yes,equipment parts,yes,"Parts for Diggit, EINGP, Hurricane, and Valley Pioneer machines.","parts for Diggit, Valley Pioneer machines"
"Iron Power Tools, Inc.",ironpowertools.com,verified,original (confirmed),ironpowertools.com,Yes,aerial lift / telehandler,yes,Iron Power Tools,site: Iron Power Tools
IronPower Industries Equipment,ironpowerindustries.com,verified,original (confirmed),ironpowerindustries.com,Yes,construction equipment dealer / rental,yes,Trusted Equipment Sales in the USA | IronPower Industries,site: Trusted Equipment Sales in the USA | IronPower Industries
J.Herbert Corporation,jherbertcorp.com,verified,original (confirmed),jherbertcorp.com,Yes,forklift / material handling,yes,J.Herbert Corporation | Overhead Crane Manufacturing,site: J.Herbert Corporation | Overhead Crane Manufacturing
J & J Cranes Inc,jandjcranesinc.com,verified,original (confirmed),jandjcranesinc.com,Yes,crane / rigging service,yes,"J&J Cranes, Inc. | ""Cranes Are Our Business, Our Only Business""","site: J&J Cranes, Inc. | ""Cranes Are Our Business, Our Only Business"""
Jack's Crane,,no_website,,,Yes,crane service,unknown,,no domain
Jackson Cook,jackson-cook.com,verified,original (confirmed),jackson-cook.com,Yes,crane & rigging,yes,Home | Jackson Cook,"site: cranes, rigging"
Jamco International,forkliftrentalsorlando.com,verified,original (confirmed),forkliftrentalsorlando.com,Yes,forklift rental,yes,Forklift Rentals | Orlando | Tampa | Jacksonville,forklift rentals Orlando Tampa
Jason Rents,jasonrents.com,verified,original (confirmed),jasonrents.com,Yes,construction equipment rental,yes,"Rentals » Jason Rents, Jupiter, FL","excavators, skid steers rental Jupiter"
JB Crane Rental Inc,,no_website,,,Yes,crane service,unknown,,no domain
"JED Alliance Group, Inc",livequipment.com,verified,original (confirmed),livequipment.com,Yes,concrete equipment dealer,yes,Used Concrete Pumps for Sale | Concrete Equipment,used concrete pumps for sale
"Jeff Martin Auctioneers, Inc.",jeffmartinauctioneers.com,verified,original (confirmed),jeffmartinauctioneers.com,Yes,equipment auctioneer,yes,"Jeff Martin Auctioneers, Inc.","auctions cranes, construction, ag equipment"
Jim Goodall Equipment Sales,jimgoodall.net,likely,original,jimgoodall.net,Yes,equipment dealer,unknown,Just a moment...,domain spells name; blocked
JJ Crane Service,jjcraneservice.com,verified,original (confirmed),jjcraneservice.com,Yes,crane / rigging service,yes,"JJ Crane Service Inc of Sarasota, Florida","site: JJ Crane Service Inc of Sarasota, Florida"
JMA Attachments,jmattachments.com,likely,original,jmattachments.com,Yes,equipment attachments,unknown,Just a moment...,attachments name; blocked
"JnB Equipment, Inc.",jnbequipment.net,verified,original (confirmed),jnbequipment.net,Yes,construction equipment dealer / rental,yes,"Heavy Equipment Part Sales | JnB Equipment, Inc.","site: Heavy Equipment Part Sales | JnB Equipment, Inc."
John Deere Regional Distribution Center,deere.com,likely,found,,Yes,ag equipment parts,unknown,,found via web search: John Deere corporate facility
"Johnson Fleet and Farm, Inc.",johnsonfleetandfarm.com,likely,original,johnsonfleetandfarm.com,Yes,ag equipment dealer,unknown,Just a moment...,fleet and farm name; blocked
Johnson's Crane Services Inc,johnsonscrane.com,verified,original (confirmed),johnsonscrane.com,Yes,crane / rigging service,yes,"Crane Rental Agency in Jacksonville, FL | Johnson's Crane Service","site: Crane Rental Agency in Jacksonville, FL | Johnson's Crane Service"
JPS Tractor Services Inc,,no_website,,,Yes,tractor services,unknown,,no domain; tractor services name
"JSJ Diesel Sales, Inc.",jsjdiesel.com,verified,original (confirmed),jsjdiesel.com,Yes,diesel engine sales,yes,"Diesel Engine Sales, Rebuilt & Used Engines - Home Page","diesel engines, Caterpillar"
JYC Equipment,jycequipment.com,verified,original (confirmed),jycequipment.com,Yes,construction equipment dealer / rental,yes,JYC Equipment: we buy and sell used equipment worldwide,site: JYC Equipment: we buy and sell used equipment worldwide
K & J Crane Service,kjcraneservice.com,verified,found,,Yes,forklift / material handling,unknown,ตรวจสอบเครื่องจักร และออกเอกสารรับรองความปลอดภัยตามกฏหมาย,site: ตรวจสอบเครื่องจักร และออกเอกสารรับรองความปลอดภัยตามกฏหมาย
"K Tractor Parts, Inc.",ktractor.com,verified,original (confirmed),ktractor.com,Yes,heavy equipment parts,yes,"K Tractor Parts, Inc. - Parts for Komatsu® & Cummins® Equipment",parts for Komatsu equipment
K.W.I Grand Rental,kwigrandrental.com,verified,replaced original,kwiocala.com,Yes,construction equipment dealer / rental,yes,"Construction Equipment Rentals in Mount Dora, FL","site: Construction Equipment Rentals in Mount Dora, FL"
K.W.I Grand Rental,kwigrandrental.com,verified,original (confirmed),kwigrandrental.com,Yes,construction equipment dealer / rental,yes,"Construction Equipment Rentals in Mount Dora, FL","site: Construction Equipment Rentals in Mount Dora, FL"
Kalfs Crane Services Inc,,no_website,,,Yes,crane service,unknown,,no domain
"KCS Tractors, Inc",,no_website,,,Yes,ag equipment dealer,unknown,,no domain; tractors name
Kelley Equipment Co of Florida,kelleyequipment.com,verified,original (confirmed),kelleyequipment.com,Yes,crane / rigging service,yes,Kelley Equipment Co Gulf coast - Nationwide Crane Rental and Sales,site: Kelley Equipment Co Gulf coast - Nationwide Crane Rental and Sales
Kelly Tractor,kellytractorag.com,verified,original (confirmed),kellytractorag.com,Yes,ag / tractor equipment dealer,yes,Home - Kelly Tractor,site: Home - Kelly Tractor
Kelly Tractor Company,kellytractor.com,verified,original (confirmed),kellytractor.com,Yes,construction equipment dealer / rental,yes,"Heavy Equipment Dealer Miami, Used Equipment Miami- Caterpillar parts, new and used Caterpillar equipment – Kelly Tracto","site: Heavy Equipment Dealer Miami, Used Equipment Miami- Caterpillar parts,"
"Kenken Tools, Inc.",kenkentoolsinc.com,verified,original (confirmed),kenkentoolsinc.com,Yes,construction equipment dealer / rental,yes,Tool Sales | Rentals | Repairs | Free Pickup & Delivery | Dade Broward,site: Tool Sales | Rentals | Repairs | Free Pickup & Delivery | Dade Broward
Kens Equipment Repair,kensequipmentrepairfl.com,verified,original (confirmed),kensequipmentrepairfl.com,Yes,ag / tractor equipment dealer,yes,Equipment Repair Service – Kens Equipment Repair,site: Equipment Repair Service – Kens Equipment Repair
King Heavy Equipment,kingheavyequipment.com,verified,original (confirmed),kingheavyequipment.com,Yes,construction equipment dealer / rental,yes,Track Loader & Excavator Rental Jacksonville FL | King Heavy Equipment,site: Track Loader & Excavator Rental Jacksonville FL | King Heavy Equipment
Kingline Equipment - Cantonmenet,kinglineequipment.com,likely,original,kinglineequipment.com,Yes,ag equipment dealer,unknown,Just a moment...,Kingline Equipment (Kubota dealer); blocked
"Knox's Crane Service, LLC",knoxcrane.com,verified,original (confirmed),knoxcrane.com,Yes,crane service,yes,Knox© Crane Rentals - Experience Lift Operators,title: Knox Crane Rentals
KSA Equipment,ksaequipment.godaddysites.com,verified,replaced original,ksaequipment.com,Yes,forklift dealer,yes,Central Florida Forklift Inc - KSA Equipment Services,Central Florida Forklift - KSA Equipment
Kubota,kubota.com,verified,found,,Yes,ag / tractor equipment dealer,unknown,Kubota Global Site,site: Kubota Global Site
L & L forklift and equipment repair rent,forkliftluis.com,verified,original (confirmed),forkliftluis.com,Yes,forklift rental,yes,"Miami Forklift Rentals • Same-Day Delivery, Sales & Expert Repairs | L&L Equipment Repair","Miami forklift rentals, sales, repair"
L&M Lift Truck Repair Service’s,,no_website,original removed,landmlifttruckservice.com,Yes,forklift repair,unknown,,Wix domain error
"LARIA FORKLIFT SERVICES, INC.",,no_website,,,Yes,forklift service,unknown,,no domain
Leppo Rents - Bobcat of Jacksonville,lepporents.com,verified,original (confirmed),lepporents.com,Yes,construction equipment dealer / rental,yes,Leppo Rents | Equipment Rental & Sales | Compact Construction & Access,site: Leppo Rents | Equipment Rental & Sales | Compact Construction & Access
Liberty Compact,libertycompact.com,verified,original (confirmed),libertycompact.com,Yes,construction equipment dealer / rental,unknown,Liberty Compact,site: Liberty Compact
Lift Industrial Batteries,liftindustrialbattery.com,verified,replaced original,liftindustrialbatteries.com,Yes,forklift battery service,yes,Replacement Forklift Battery Sales & Service - Lift Industrial Batteries,forklift battery sales & service
Lift Power,liftpower.com,verified,original (confirmed),liftpower.com,Yes,forklift / material handling,yes,Lift Power: Florida & Georgia Forklift Dealer | Lift Truck Sales,site: Lift Power: Florida & Georgia Forklift Dealer | Lift Truck Sales
LIFT RMF LLC,liftrmf.com,verified,original (confirmed),liftrmf.com,Yes,forklift / material handling,yes,"Forklift Maintenance | LIFT RMF LLC | Jacksonville, FL","site: Forklift Maintenance | LIFT RMF LLC | Jacksonville, FL"
Lift X Rental,liftxrentals.com,verified,replaced original,liftxrental.com,Yes,aerial lift rental,yes,Affordable Lift Rentals | LiftX Equipment Rentals | NJ,"lift rentals NJ, scissor lifts"
"Liftco, LLC",liftcoforklifts.com,verified,original (confirmed),liftcoforklifts.com,Yes,forklift dealer,yes,"Forklift Sales, Rentals & Service in Ocala, FL | Liftco","forklift sales, rentals, service Ocala"
Lilo Tool Rental - Hialeah,lilotoolrental.com,verified,original (confirmed),lilotoolrental.com,Yes,construction equipment dealer / rental,yes,,site: 
Lilo Tool Rental - West Miami,lilotoolrental.com,verified,found,,Yes,construction equipment dealer / rental,yes,,site: 
"Linder Industrial Machinery - Pembroke Pines, FL",linder.com,likely,original,linder.com,Yes,construction equipment dealer,unknown,Just a moment...,Linder Industrial Machinery; blocked
Linder Turf & Tractor,lindertt.com,verified,original (confirmed),lindertt.com,Yes,ag / tractor equipment dealer,yes,"Linder Turf & Tractor - Kubota Dealer in North Carolina, Georgia and Florida","site: Linder Turf & Tractor - Kubota Dealer in North Carolina, Georgia and F"
Lopefra Corp.,lopefra.com,verified,original (confirmed),lopefra.com,Yes,equipment rental,yes,Dumpster Rental Miami | Backhoe Bobcat Loader Excavator | Lopefra Corp.,backhoe bobcat loader excavator rental
LTC Rentals,ltcrentals.com,verified,original (confirmed),ltcrentals.com,Yes,construction equipment dealer / rental,yes,LTC Rentals | Reliable Equipment & Event Rentals,site: LTC Rentals | Reliable Equipment & Event Rentals
LTC Rentals,ltcrentals.com,verified,replaced original,ltcpowerrentals.com,Yes,construction equipment dealer / rental,yes,LTC Rentals | Reliable Equipment & Event Rentals,site: LTC Rentals | Reliable Equipment & Event Rentals
Luke's Heavy Trucks & Equipment,,no_website,,,Yes,heavy truck dealer,unknown,,no domain
Lyle Machinery of Pensacola,lylemachinery.com,likely,original,lylemachinery.com,Yes,construction equipment dealer,unknown,Just a moment...,Lyle Machinery Case dealer; blocked
M & S Heavy Equipment Services Inc,mandsheavyequipmentservice.com,verified,original (confirmed),mandsheavyequipmentservice.com,Yes,heavy equipment repair,yes,M&S Heavy Equipment Service,M&S Heavy Equipment Service
Mack Aerial Rental,,no_website,,,Yes,aerial lift rental,unknown,,no domain
Maddox Industries Inc.,maddoxindustriesinc.com,verified,original (confirmed),maddoxindustriesinc.com,Yes,construction equipment dealer / rental,yes,Maddox Industries | Kubota Engine Parts & Service,site: Maddox Industries | Kubota Engine Parts & Service
Maher Truck Center,mahertruckcenter.com,verified,original (confirmed),mahertruckcenter.com,Yes,heavy truck dealer,yes,Maher Truck Center | Commercial Truck Sales in St Petersburg,commercial truck sales St Petersburg
Maitland Tractor,,no_website,original removed,maitlandtractors.com,Yes,ag equipment dealer,unknown,,domain parked
Major Machinery & Equipment LLC,majormachineryused.com,likely,original,majormachineryused.com,Yes,equipment dealer,unknown,Just a moment...,used machinery; blocked
Maquinarias Baruta LLC,,no_website,original removed,maquinariasbaruta.com,Yes,equipment dealer,unknown,,site dead
Mar Equipment Corporation,marequipmentco.com,verified,original (confirmed),marequipmentco.com,Yes,construction equipment,yes,Home,construction equipment on site
Marathon Equipment Inc,marathonequipmentus.com,verified,original (confirmed),marathonequipmentus.com,Yes,construction equipment dealer,yes,Marathon Equipment Inc. – Providing Komatsu Machinery and Parts Support,Komatsu machinery and parts
Marc's Crane Service,,no_website,original removed,marcscraneservice.com,Yes,crane service,unknown,,Wix domain error
Mario's Bobcat Inc,mariosbobcat.com,verified,original (confirmed),mariosbobcat.com,Yes,excavation contractor,yes,"Mario's Bobcat - Site Work Contractors, Equipment Rentals, Excavations","site work, equipment rentals"
Mas Forklift & Parts Inc,,no_website,,,Yes,forklift dealer,unknown,,no domain
Master Excavators Inc,masterexcavators.com,verified,original (confirmed),masterexcavators.com,Yes,construction equipment dealer / rental,yes,"Excavation and site development in Miami, South Florida","site: Excavation and site development in Miami, South Florida"
MASTROLIFT - FORKLIFT RENTAL - SALE & PARTS,mastrolift.com,verified,original (confirmed),mastrolift.com,Yes,forklift rental,yes,Home | Forklift Rental - Sales & Parts | Mastrolift,"forklift rental, sales, parts"
"Matt Miller Tractors, Inc.",mattmillertractors.com,verified,original (confirmed),mattmillertractors.com,Yes,ag / tractor equipment dealer,yes,Matt Miller Tractors is Your Source for Tractors and Mowers,site: Matt Miller Tractors is Your Source for Tractors and Mowers
"Matt Miller Tractors, Inc.",mattmillertractors.com,verified,replaced original,mmtractormower.com,Yes,ag / tractor equipment dealer,yes,Matt Miller Tractors is Your Source for Tractors and Mowers,site: Matt Miller Tractors is Your Source for Tractors and Mowers
Maverick crane and rigging,,no_website,original removed,maverickcraneco.com,Yes,crane service,unknown,,site dead
McCullar Crane,mccullarcrane.com,verified,original (confirmed),mccullarcrane.com,Yes,crane / rigging service,yes,McCullar Crane,site: McCullar Crane
Menzi USA Sales Inc,,no_website,original removed,menziusasales.com,Yes,construction equipment dealer,unknown,,Menzi excavators; site dead
MFL Industrial Services,mflindustrial.com,verified,original (confirmed),mflindustrial.com,Yes,forklift dealer,yes,"MFL Industrial Service | Forklift dealer | 1040 U.S. 17, Bartow, FL, USA",title: forklift dealer
MIAMI DADE EQUIPMENTS,miamidadeequipment.com,verified,original (confirmed),miamidadeequipment.com,Yes,aerial lift / telehandler,yes,Miami Dade Equipment - Miami Dade Equipment,site: Miami Dade Equipment - Miami Dade Equipment
"Miami Equipment Services, Inc",miamiequipment.net,verified,original (confirmed),miamiequipment.net,Yes,construction equipment,yes,HOME | mesinc,"cranes, construction equipment"
Miami Forklift Services,miamiforkliftservices.com,verified,original (confirmed),miamiforkliftservices.com,Yes,forklift / material handling,unknown,Top Forklift Sales in Miami - Quality Equipment,site: Top Forklift Sales in Miami - Quality Equipment
Miami Forklifts,miamiforklifts.com,verified,original (confirmed),miamiforklifts.com,Yes,forklift / material handling,yes,Miami Forklifts and Forklift Parts - Best Price!,site: Miami Forklifts and Forklift Parts - Best Price!
Miami Heavy Equipment & Trucks LLC,miamiheavy.equipment,verified,original (confirmed),miamiheavy.equipment,Yes,construction equipment dealer / rental,unknown,Miami Heavy Equipment & Trucks – Used Construction Equipment and Trucks For Sale,site: Miami Heavy Equipment & Trucks – Used Construction Equipment and Truck
Miami Machinery & Trailer Rental,miamimachinerytrailerrental.com,verified,original (confirmed),miamimachinerytrailerrental.com,Yes,construction equipment rental,yes,"Miami Machinery & Trailer Rental | Machinery, Trailer and Tools Rental in Miami","machinery, excavators, trailer rental"
Miami Transfer Company,mtc-frc.com,verified,original (confirmed),mtc-frc.com,Yes,rigging & crane,unknown,"Miami Transfer Company and Florida Rigging and Crane Company. Established 
- 1896 ""A tradition of integrity for over 100",Florida Rigging and Crane Company
Michigan Group,michigangroup.us,verified,original (confirmed),michigangroup.us,Yes,construction equipment dealer / rental,yes,Michigan - Michigan Group,site: Michigan - Michigan Group
Mico Machines Inc,micomachines.com,verified,original (confirmed),micomachines.com,Yes,construction equipment dealer / rental,yes,Mico Machines — Global Dealer of Heavy Equipment Since 1999,site: Mico Machines — Global Dealer of Heavy Equipment Since 1999
Mid Florida Material Handling,midfloridamaterialhandling.com,verified,original (confirmed),midfloridamaterialhandling.com,Yes,forklift dealer,yes,"Mid Florida Material Handling - Forklifts, Pallet Rack & More - Mid Florida Material Handling","forklifts, boom lifts"
Millennium Machinery Parts & Service Corp,mmpas.com,verified,original (confirmed),mmpas.com,Yes,construction equipment dealer / rental,yes,Heavy Equipment Parts and Mining Equipment Supplier,site: Heavy Equipment Parts and Mining Equipment Supplier
Miller Heavy Equipment,millerheavyequipment.com,verified,original (confirmed),millerheavyequipment.com,Yes,construction equipment dealer / rental,yes,Miller Heavy Equipment - Paving Your Way to More Profits!,site: Miller Heavy Equipment - Paving Your Way to More Profits!
MiniExcavators.com,,no_website,original removed,miniexcavators.com,Yes,equipment marketplace,yes,,listed domain belongs to another business; marketplace site
Miramar Parts & Equipment,miramarpartseq.com,verified,original (confirmed),miramarpartseq.com,Yes,heavy equipment parts,yes,Machinery Parts & Equipment Supplier,"machinery parts, excavators, Caterpillar"
MJ equipment 4x4 LLC,mjequipment4x4.com,verified,original (confirmed),mjequipment4x4.com,Yes,construction equipment dealer / rental,yes,Home,site: Home
Mobile Crane Rental,mobilecranerentals.com,verified,original (confirmed),mobilecranerentals.com,Yes,crane service,yes,Mobile Crane Rental in Florida,mobile crane rental Florida
Mobile Techs LLC,mobiletechs.net,verified,replaced original,mobiletechs-fl.com,Yes,forklift / material handling,yes,HOMEPAGE - MOBILE TECHS,site: HOMEPAGE - MOBILE TECHS
Monster Equipment Inc,mymonsterequipment.com,verified,original (confirmed),mymonsterequipment.com,Yes,forklift / material handling,yes,Used Bucket Trucks for Sale | Monster Equipment Sarasota,site: Used Bucket Trucks for Sale | Monster Equipment Sarasota
Morbark Southeast,morbarksoutheast.com,verified,original (confirmed),morbarksoutheast.com,Yes,forestry equipment dealer,yes,Morbark Southeast | Florida's Official Morbark Dealer,official Morbark dealer
Moyer Trucks & Equipment Inc,moyerequip.com,likely,original,moyerequip.com,Yes,heavy truck dealer,unknown,Just a moment...,trucks & equipment; blocked
MPC Equipos y Maquinarias,mpcequiposymaquinarias.com,verified,replaced original,mpclatinoamerica.com,Yes,equipment dealer,unknown,MPC - Equipos y maquinarias,equipos y maquinarias
Mr Forklifts,,no_website,,,Yes,forklift rental,yes,,"listed domain belongs to another business; Dallas forklift rentals, not FL company"
Mr Lift Truck,mrlift.com,verified,original (confirmed),mrlift.com,Yes,forklift / material handling,yes,Mr. Lift Truck INC. - Forklift Dealer in South Florida,site: Mr. Lift Truck INC. - Forklift Dealer in South Florida
MST Sod Equipment,mstsodequipment.com,likely,original,mstsodequipment.com,Yes,ag equipment,unknown,Just a moment...,sod equipment; blocked
MTI Equipment,mtiequip.com,verified,original (confirmed),mtiequip.com,Yes,construction equipment dealer / rental,yes,Used Horizontal Directional Drills & Support Equipment | MTI,site: Used Horizontal Directional Drills & Support Equipment | MTI
National Crane Services,nationalcraneservices.com,verified,found,,Yes,construction equipment dealer / rental,unknown,"Crane Services in Udaipur, Rajasthan - National Cranes Services, Crane in Udaipur, Rajasthan","site: Crane Services in Udaipur, Rajasthan - National Cranes Services, Crane"
National Lift Truck Service,nltsuperstore.com,verified,original (confirmed),nltsuperstore.com,Yes,aerial lift / telehandler,yes,Forklift & Equipment Dealer in Florida | National Lift Truck,site: Forklift & Equipment Dealer in Florida | National Lift Truck
National Lift Truck Service,nlt.com,verified,replaced original,yalenational.com,Yes,aerial lift / telehandler,yes,National Lift Truck | Forklift Rentals & Material Handling,site: National Lift Truck | Forklift Rentals & Material Handling
New Holland Agriculture,newhollandagriculture.com,verified,found,,Yes,ag equipment manufacturer,unknown,New Holland Agriculture,New Holland Agriculture
Nieman & Co Rigging & Crane Service Inc,,no_website,original removed,niemanandcomapny.com,Yes,crane & rigging,unknown,,site dead
NOBLELIFT,nobleliftmiami.com,verified,original (confirmed),nobleliftmiami.com,Yes,forklift / material handling,yes,,site: 
North Florida Equipment Rentals LLC,northfloridaequipment.com,verified,original (confirmed),northfloridaequipment.com,Yes,construction equipment dealer / rental,yes,"Home | North Florida Equipment Rentals, LLC","site: Home | North Florida Equipment Rentals, LLC"
Nrik Cranes Corp,nrikcranes.com,verified,original (confirmed),nrikcranes.com,Yes,crane service,yes,Crane Rental Service | N'RIK Cranes,crane rental service
Numero Uno Forklift Service LLC,numero1forklift.com,verified,original (confirmed),numero1forklift.com,Yes,forklift / material handling,yes,"Numero Uno Forklift Service LLC | Dealership | Winter Haven, FL","site: Numero Uno Forklift Service LLC | Dealership | Winter Haven, FL"
Ocala Equipment Rental,,no_website,,,Yes,construction equipment rental,unknown,,no domain
Ocala Tractor LLC TYM Tractors,ocalatractor.com,likely,original,ocalatractor.com,Yes,ag equipment dealer,unknown,Just a moment...,TYM tractor dealer; blocked
Ocala Tractor of Palatka,ocalatractorofpalatka.com,likely,original,ocalatractorofpalatka.com,Yes,ag equipment dealer,unknown,Just a moment...,tractor dealer; blocked
Oceanland Equipment LLC,oceanlandequipment.com,verified,original (confirmed),oceanlandequipment.com,Yes,forklift / material handling,yes,Forklift Rental & Maintenance | Oceanland Equipment,site: Forklift Rental & Maintenance | Oceanland Equipment
OJ'S Equipment Rental and Services,,no_website,original removed,ojsrentalservice.com,Yes,equipment rental,unknown,,site dead
"OJL Forklift & Equipment, Inc.",ojlforklifts.com,verified,original (confirmed),ojlforklifts.com,Yes,forklift / material handling,yes,"OJL Forklifts Miami 305-836-4337 Sales, Rentals, Service","site: OJL Forklifts Miami 305-836-4337 Sales, Rentals, Service"
Omnia Machinery USA,omniamachinery.com,verified,original (confirmed),omniamachinery.com,Yes,construction equipment dealer / rental,yes,Buy Used Plant & Construction Machinery | Omnia Machinery,site: Buy Used Plant & Construction Machinery | Omnia Machinery
On Demand Crane Service,ondemandcraneservice.com,verified,original (confirmed),ondemandcraneservice.com,Yes,crane service,yes,"Crane Operation | Saint Petersburg, FL | On Demand Crane",crane operation St Petersburg
On Site Service Central Florida,brevardmechanic.com,verified,original (confirmed),brevardmechanic.com,Yes,construction equipment dealer / rental,yes,On Site Service Central Florida | Mobile Equipment Mechanic - We Come to Your Door Central Florida!,site: On Site Service Central Florida | Mobile Equipment Mechanic - We Come 
On The Spot Crane Services Inc,onthespotcraneservices.com,verified,original (confirmed),onthespotcraneservices.com,Yes,crane service,yes,HOME - On The Spot Crane Services Miami Florida,crane services Miami
Orange Truck Sales,orangetrucksales.com,likely,original,orangetrucksales.com,Yes,heavy truck dealer,unknown,Just a moment...,truck sales; blocked
Orlando Forklifts,orlandoforklifts.com,verified,original (confirmed),orlandoforklifts.com,Yes,forklift / material handling,yes,"Used Forklifts for Sale in Orlando, FL | Orlando Forklifts","site: Used Forklifts for Sale in Orlando, FL | Orlando Forklifts"
Ormond Beach Rentals,ormondrentals.com,verified,original (confirmed),ormondrentals.com,Yes,equipment rental,yes,Ormond Beach Rentals,"rentals, heavy equipment"
Orr Tractor Inc,,no_website,,,Yes,ag equipment dealer,unknown,,no domain; tractor name
Outpost Rentals,outpostrental.com,verified,replaced original,thetoolshack.com,Yes,construction equipment dealer / rental,yes,Reliable Rental Services by Outpost Rentals,site: Reliable Rental Services by Outpost Rentals
Outpost Rentals,outpostrental.com,verified,original (confirmed),outpostrental.com,Yes,construction equipment dealer / rental,yes,Reliable Rental Services by Outpost Rentals,site: Reliable Rental Services by Outpost Rentals
Owens Crane Worx,,no_website,,,Yes,crane service,unknown,,no domain
P&L Crane Service Inc.,plcrane.com,verified,original (confirmed),plcrane.com,Yes,crane service,unknown,P&L Crane Service of Tampa Bay,P&L Crane Service Tampa Bay
Pace Aerial Equip Rental,,no_website,,,Yes,aerial lift rental,unknown,,no domain
Palm Bay Power Equipment,palmbaypower.com,verified,original (confirmed),palmbaypower.com,Yes,ag equipment dealer,yes,Palm Bay Power Equipment | Palm Bay Florida,"tractors, John Deere"
Palm Beach Equipment Rental,palmbeachequipmentrental.com,verified,original (confirmed),palmbeachequipmentrental.com,Yes,construction equipment dealer / rental,yes,"Palm Beach Rentals — Equipment Rental South Florida | Boom Lifts, Forklifts, Excavators","site: Palm Beach Rentals — Equipment Rental South Florida | Boom Lifts, Fork"
Palmer Aerial Equipment Rental,,no_website,,,Yes,aerial lift rental,unknown,,no domain
Panhandle Crane Rental Service LLC,panhandlesteel.com,verified,found,,Yes,crane / rigging service,yes,Panhandle Steel Erectors | Taxi Crane Service,site: Panhandle Steel Erectors | Taxi Crane Service
"Park's Rental and Sales, Inc.",parksrental.com,verified,original (confirmed),parksrental.com,Yes,construction equipment dealer / rental,yes,Park's Rental,site: Park's Rental
Parks Boom Lift Rental,,no_website,,,Yes,aerial lift rental,unknown,,no domain
Parts Supply Inc,partssupply.net,verified,replaced original,partssupplymiami.com,Yes,construction equipment dealer / rental,yes,Parts Supply Inc · Heavy equipment parts in stock,site: Parts Supply Inc · Heavy equipment parts in stock
Patrick Construction Equipment Rental,,no_website,,,Yes,construction equipment rental,unknown,,no domain
Pedowitz Machinery Movers,pedowitzmachinerymovers.com,verified,original (confirmed),pedowitzmachinerymovers.com,Yes,rigging & machinery moving,unknown,Heavy Equipment Rigging & Machinery Movers Miami FL Trucking,heavy equipment rigging & machinery movers
Pensacola Equipment Rentals,bnbcoastalcuts.com,verified,original (confirmed),bnbcoastalcuts.com,Yes,construction equipment dealer / rental,yes,Pensacola Equipment Rentals,site: Pensacola Equipment Rentals
Pines Mower and Tractor LLC,pinesmower.com,verified,original (confirmed),pinesmower.com,Yes,ag equipment dealer,yes,Pines Mower and Tractor LLC – For All Your Equipment Needs,mower and tractor dealer
Pioneer Equipment Company (Facility and Rentals),pioneerjaxrentals.com,verified,original (confirmed),pioneerjaxrentals.com,Yes,construction equipment dealer / rental,unknown,Pioneer Jax Rentals - Home,site: Pioneer Jax Rentals - Home
Pit Equipment,,no_website,original removed,pitequipmentinc.com,Yes,equipment,unknown,,Wix error
"Port of Miami Crane Management, Inc.",cranemgt.com,verified,original (confirmed),cranemgt.com,Yes,crane service,yes,Port of Miami Crane Management | STS Gantry Crane Operations,STS gantry crane operations
PowerTrac Machinery,powertrac.com,likely,original,powertrac.com,Yes,compact tractor manufacturer,unknown,Just a moment...,PowerTrac; blocked
Precision Crane & Rigging Inc,precisioncranefl.net,verified,replaced original,precisioncranefl.com,Yes,crane service,yes,Precision Crane & Rigging | Crane Rental Florida | Crane Equipment,crane rental Florida
